# the CSV layout may change over time.
# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA (J2000)                         ,RA Uncertainty                     ,DEC (J2000)                        ,DEC Uncertainty                    ,Flux Density                       ,Flux Density Uncertainty           ,Frequency                          ,Separation                         ,UV Min                             ,UV Max                             ,Names
#                                  ,                                   ,                                   ,hexagesimal                        ,decimal degrees                    ,hexagesimal                        ,decimal degrees                    ,Jy                                 ,Jy                                 ,GHz                                ,degrees                            ,klambda                            ,klambda                            ,separated by '|'
#width:35                          ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width: until EOL                   
# (note: uvmin: if greater than zero, the scale of the measured (large scale) extent of the source.)
# (note: uvmax: the scale where (small scale) structure has been measured within the source, or a limit on the resolved structure. On angular scales between uvmin and uvmax the source appears as a point source, i.e. the amplitude is constant as a function of scale.)
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,22:53:57.74794                     ,2.77777777778E-8                   ,+16:08:53.5609                     ,2.77777777778E-8                   ,15.61                              ,0.29                               ,1.0349E11                          ,0.29                               ,                                   ,-1323.9                            ,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,22:53:57.74794                     ,2.77777777778E-8                   ,+16:08:53.5609                     ,2.77777777778E-8                   ,15.46                              ,0.22                               ,9.146E10                           ,0.22                               ,                                   ,-1323.9                            ,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,21:48:05.45867                     ,2.77777777778E-8                   ,+06:57:38.6042                     ,2.77777777778E-8                   ,1.89                               ,0.05                               ,1.0349E11                          ,0.05                               ,                                   ,-1459.8                            ,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,17:33:02.70579                     ,2.77777777778E-8                   ,-13:04:49.5482                     ,2.77777777778E-8                   ,3.01                               ,0.05                               ,1.0349E11                          ,0.05                               ,                                   ,-833.6                             ,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,15:17:41.81313                     ,3.05555555556E-8                   ,-24:22:19.4761                     ,2.77777777778E-8                   ,2.18                               ,0.05                               ,1.0349E11                          ,0.05                               ,                                   ,-1419.8                            ,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,20:56:16.35982                     ,4.16666666667E-8                   ,-47:14:47.6278                     ,2.77777777778E-8                   ,0.77                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-1285.0                            ,J2056-4714|J2056-472|J205615-471445|B2052-474
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,20:00:57.09044                     ,3.05555555556E-8                   ,-17:48:57.6726                     ,2.77777777778E-8                   ,0.52                               ,0.03                               ,1.0349E11                          ,0.03                               ,                                   ,-321.7                             ,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,15:50:35.26924                     ,2.77777777778E-8                   ,+05:27:10.4484                     ,2.77777777778E-8                   ,0.93                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-1431.6                            ,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,16:42:58.80996                     ,3.61111111111E-8                   ,+39:48:36.9939                     ,2.77777777778E-8                   ,4.0                                ,0.08                               ,1.0349E11                          ,0.08                               ,                                   ,-1197.4                            ,J1642+3948|J1642+398|J164258+394842|3C345|B1641+399
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,14:27:56.29756                     ,3.88888888889E-8                   ,-42:06:19.4377                     ,2.77777777778E-8                   ,3.82                               ,0.08                               ,1.0349E11                          ,0.08                               ,                                   ,-1259.8                            ,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,16:17:17.89126                     ,5.83333333333E-8                   ,-58:48:07.8602                     ,3.05555555556E-8                   ,0.92                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-752.0                             ,J1617-5848|J1613-586
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,21:48:05.45867                     ,2.77777777778E-8                   ,+06:57:38.6042                     ,2.77777777778E-8                   ,2.02                               ,0.05                               ,9.146E10                           ,0.05                               ,                                   ,-1459.8                            ,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,17:33:02.70579                     ,2.77777777778E-8                   ,-13:04:49.5482                     ,2.77777777778E-8                   ,3.17                               ,0.06                               ,9.146E10                           ,0.06                               ,                                   ,-833.6                             ,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,15:17:41.81313                     ,3.05555555556E-8                   ,-24:22:19.4761                     ,2.77777777778E-8                   ,2.14                               ,0.05                               ,9.146E10                           ,0.05                               ,                                   ,-1419.8                            ,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,20:56:16.35982                     ,4.16666666667E-8                   ,-47:14:47.6278                     ,2.77777777778E-8                   ,0.8                                ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-1285.0                            ,J2056-4714|J2056-472|J205615-471445|B2052-474
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,20:00:57.09044                     ,3.05555555556E-8                   ,-17:48:57.6726                     ,2.77777777778E-8                   ,0.53                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-321.7                             ,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,15:50:35.26924                     ,2.77777777778E-8                   ,+05:27:10.4484                     ,2.77777777778E-8                   ,0.98                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-1431.6                            ,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,16:42:58.80996                     ,3.61111111111E-8                   ,+39:48:36.9939                     ,2.77777777778E-8                   ,4.19                               ,0.08                               ,9.146E10                           ,0.08                               ,                                   ,-1197.4                            ,J1642+3948|J1642+398|J164258+394842|3C345|B1641+399
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,14:27:56.29756                     ,3.88888888889E-8                   ,-42:06:19.4377                     ,2.77777777778E-8                   ,3.92                               ,0.07                               ,9.146E10                           ,0.07                               ,                                   ,-1259.8                            ,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,17:51:32.81857                     ,2.77777777778E-8                   ,+09:39:00.7284                     ,2.77777777778E-8                   ,2.64                               ,0.07                               ,1.0349E11                          ,0.07                               ,                                   ,-709.2                             ,J1751+0939|J1751+096|J175132+093858|B1749+096
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,23:57:53.26606                     ,4.72222222222E-8                   ,-53:11:13.6894                     ,2.77777777778E-8                   ,0.98                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-1439.2                            ,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,22:58:05.96288                     ,3.05555555556E-8                   ,-27:58:21.2568                     ,2.77777777778E-8                   ,4.26                               ,0.08                               ,1.0349E11                          ,0.08                               ,                                   ,-1454.2                            ,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,21:34:10.30959                     ,2.77777777778E-8                   ,-01:53:17.2389                     ,2.77777777778E-8                   ,1.44                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-310.0                             ,J2134-0153|J2134-018|J213410-015316|J213410-015325|B2131-021
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,20:25:10.84212                     ,4.16666666667E-8                   ,+33:43:00.2144                     ,3.33333333333E-8                   ,2.23                               ,0.06                               ,1.0349E11                          ,0.06                               ,                                   ,-1446.9                            ,J2025+3343|J2025+337|B2023+336
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,16:17:17.89126                     ,5.83333333333E-8                   ,-58:48:07.8602                     ,3.05555555556E-8                   ,0.96                               ,0.05                               ,1.0349E11                          ,0.05                               ,                                   ,-752.0                             ,J1617-5848|J1613-586
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,19:24:51.05596                     ,3.05555555556E-8                   ,-29:14:30.1211                     ,2.77777777778E-8                   ,4.9                                ,0.1                                ,1.0349E11                          ,0.1                                ,                                   ,-1237.8                            ,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,17:51:32.81857                     ,2.77777777778E-8                   ,+09:39:00.7284                     ,2.77777777778E-8                   ,2.68                               ,0.05                               ,9.146E10                           ,0.05                               ,                                   ,-709.2                             ,J1751+0939|J1751+096|J175132+093858|B1749+096
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,23:57:53.26606                     ,4.72222222222E-8                   ,-53:11:13.6894                     ,2.77777777778E-8                   ,1.05                               ,0.04                               ,9.146E10                           ,0.04                               ,                                   ,-1439.2                            ,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,22:58:05.96288                     ,3.05555555556E-8                   ,-27:58:21.2568                     ,2.77777777778E-8                   ,4.45                               ,0.08                               ,9.146E10                           ,0.08                               ,                                   ,-1454.2                            ,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,21:34:10.30959                     ,2.77777777778E-8                   ,-01:53:17.2389                     ,2.77777777778E-8                   ,1.5                                ,0.04                               ,9.146E10                           ,0.04                               ,                                   ,-310.0                             ,J2134-0153|J2134-018|J213410-015316|J213410-015325|B2131-021
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,20:25:10.84212                     ,4.16666666667E-8                   ,+33:43:00.2144                     ,3.33333333333E-8                   ,2.32                               ,0.05                               ,9.146E10                           ,0.05                               ,                                   ,-1446.9                            ,J2025+3343|J2025+337|B2023+336
ALMA-Band 3                        ,ALMA                               ,2018-01-28 00:00:00.0              ,19:24:51.05596                     ,3.05555555556E-8                   ,-29:14:30.1211                     ,2.77777777778E-8                   ,5.17                               ,0.1                                ,9.146E10                           ,0.1                                ,                                   ,-1237.8                            ,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 7                        ,ALMA                               ,2018-01-23 00:00:00.0              ,22:53:57.74794                     ,2.77777777778E-8                   ,+16:08:53.5609                     ,2.77777777778E-8                   ,9.19                               ,0.91                               ,3.4348E11                          ,0.91                               ,                                   ,-1323.9                            ,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,11:27:04.39245                     ,3.05555555556E-8                   ,-18:57:17.4418                     ,2.77777777778E-8                   ,0.98                               ,0.03                               ,1.0349E11                          ,0.03                               ,                                   ,-147.0                             ,J1127-1857|J1127-189|J112704-185710|J112704-185719|B1124-186
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,10:37:16.07974                     ,3.33333333333E-8                   ,-29:34:02.8135                     ,2.77777777778E-8                   ,1.2                                ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-1470.1                            ,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,11:07:08.69411                     ,3.88888888889E-8                   ,-44:49:07.6183                     ,2.77777777778E-8                   ,1.05                               ,0.03                               ,1.0349E11                          ,0.03                               ,                                   ,-1466.8                            ,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,12:29:06.69973                     ,2.77777777778E-8                   ,+02:03:08.5980                     ,2.77777777778E-8                   ,7.45                               ,0.38                               ,1.0349E11                          ,0.38                               ,20.0                               ,3000.0                             ,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,08:54:48.87493                     ,3.05555555556E-8                   ,+20:06:30.6408                     ,2.77777777778E-8                   ,5.81                               ,0.11                               ,1.0349E11                          ,0.11                               ,                                   ,-1470.4                            ,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,10:58:29.60521                     ,2.77777777778E-8                   ,+01:33:58.8237                     ,2.77777777778E-8                   ,4.09                               ,0.08                               ,1.0349E11                          ,0.08                               ,                                   ,-1367.3                            ,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,11:46:58.29791                     ,3.61111111111E-8                   ,+39:58:34.3044                     ,2.77777777778E-8                   ,1.5                                ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-1320.7                            ,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,06:35:46.50788                     ,1.11111111111E-7                   ,-75:16:16.8154                     ,2.77777777778E-8                   ,1.34                               ,0.04                               ,1.0349E11                          ,0.04                               ,10.0                               ,-543.1                             ,J0635-7516|J0635-751|J063542-751615|B0637-752
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,09:04:53.17920                     ,7.77777777778E-8                   ,-57:35:05.7824                     ,5.83333333333E-8                   ,1.3                                ,0.04                               ,1.0349E11                          ,0.04                               ,50.0                               ,-270.0                             ,J0904-5735|J090453-573504
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,13:37:39.78278                     ,2.77777777778E-8                   ,-12:57:24.6934                     ,2.77777777778E-8                   ,3.85                               ,0.09                               ,1.0349E11                          ,0.09                               ,                                   ,-1343.8                            ,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,12:56:11.16657                     ,2.77777777778E-8                   ,-05:47:21.5252                     ,2.77777777778E-8                   ,12.51                              ,0.26                               ,1.0349E11                          ,0.26                               ,                                   ,-1286.3                            ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,11:27:04.39245                     ,3.05555555556E-8                   ,-18:57:17.4418                     ,2.77777777778E-8                   ,1.07                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-147.0                             ,J1127-1857|J1127-189|J112704-185710|J112704-185719|B1124-186
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,10:37:16.07974                     ,3.33333333333E-8                   ,-29:34:02.8135                     ,2.77777777778E-8                   ,1.3                                ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-1470.1                            ,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,11:07:08.69411                     ,3.88888888889E-8                   ,-44:49:07.6183                     ,2.77777777778E-8                   ,1.16                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-1466.8                            ,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,12:29:06.69973                     ,2.77777777778E-8                   ,+02:03:08.5980                     ,2.77777777778E-8                   ,8.44                               ,0.42                               ,9.146E10                           ,0.42                               ,20.0                               ,3000.0                             ,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,08:54:48.87493                     ,3.05555555556E-8                   ,+20:06:30.6408                     ,2.77777777778E-8                   ,6.25                               ,0.11                               ,9.146E10                           ,0.11                               ,                                   ,-1470.4                            ,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,10:58:29.60521                     ,2.77777777778E-8                   ,+01:33:58.8237                     ,2.77777777778E-8                   ,4.44                               ,0.08                               ,9.146E10                           ,0.08                               ,                                   ,-1367.3                            ,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,11:46:58.29791                     ,3.61111111111E-8                   ,+39:58:34.3044                     ,2.77777777778E-8                   ,1.63                               ,0.04                               ,9.146E10                           ,0.04                               ,                                   ,-1320.7                            ,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,06:35:46.50788                     ,1.11111111111E-7                   ,-75:16:16.8154                     ,2.77777777778E-8                   ,1.51                               ,0.04                               ,9.146E10                           ,0.04                               ,10.0                               ,-543.1                             ,J0635-7516|J0635-751|J063542-751615|B0637-752
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,09:04:53.17920                     ,7.777777777780002E-8               ,-57:35:05.7824                     ,5.83333333333E-8                   ,1.36                               ,0.03                               ,9.146E10                           ,0.03                               ,50.0                               ,-270.0                             ,J0904-5735|J090453-573504
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,13:37:39.78278                     ,2.77777777778E-8                   ,-12:57:24.6934                     ,2.77777777778E-8                   ,4.2                                ,0.08                               ,9.146E10                           ,0.08                               ,                                   ,-1343.8                            ,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,12:56:11.16657                     ,2.77777777778E-8                   ,-05:47:21.5252                     ,2.77777777778E-8                   ,13.43                              ,0.26                               ,9.146E10                           ,0.26                               ,                                   ,-1286.3                            ,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,07:50:52.04573                     ,2.77777777778E-8                   ,+12:31:04.8282                     ,2.77777777778E-8                   ,1.07                               ,0.03                               ,1.0349E11                          ,0.03                               ,                                   ,-758.7                             ,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,04:23:15.80072                     ,2.77777777778E-8                   ,-01:20:33.0655                     ,2.77777777778E-8                   ,1.47                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-656.6                             ,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,07:50:52.04573                     ,2.77777777778E-8                   ,+12:31:04.8282                     ,2.77777777778E-8                   ,1.19                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-758.7                             ,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,04:23:15.80072                     ,2.77777777778E-8                   ,-01:20:33.0655                     ,2.77777777778E-8                   ,1.58                               ,0.04                               ,9.146E10                           ,0.04                               ,                                   ,-656.6                             ,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,03:19:48.16011                     ,3.88888888889E-8                   ,+41:30:42.1057                     ,3.05555555556E-8                   ,14.18                              ,0.31                               ,1.0349E11                          ,0.31                               ,                                   ,-537.5                             ,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,00:06:13.89300                     ,2.777777777777778E-8               ,-06:23:35.3350                     ,2.777777777777778E-8               ,3.33                               ,0.07                               ,1.0349E11                          ,0.07                               ,                                   ,-270.0                             ,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,02:38:38.93011                     ,2.77777777778E-8                   ,+16:36:59.2746                     ,2.77777777778E-8                   ,1.62                               ,0.05                               ,1.0349E11                          ,0.05                               ,                                   ,-520.6                             ,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,03:34:13.65449                     ,3.61111111111E-8                   ,-40:08:25.3979                     ,2.77777777778E-8                   ,0.4                                ,0.02                               ,1.0349E11                          ,0.02                               ,                                   ,-608.0                             ,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,05:38:50.36156                     ,3.88888888889E-8                   ,-44:05:08.9389                     ,2.77777777778E-8                   ,0.78                               ,0.03                               ,1.0349E11                          ,0.03                               ,                                   ,-617.0                             ,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,05:19:49.72316                     ,8.33333333333E-8                   ,-45:46:43.8532                     ,4.44444444444E-8                   ,1.08                               ,0.04                               ,1.0349E11                          ,0.04                               ,                                   ,-617.0                             ,J0519-4546|J0519-454
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,05:22:57.98464                     ,3.33333333333E-8                   ,-36:27:30.8512                     ,2.77777777778E-8                   ,6.95                               ,0.17                               ,1.0349E11                          ,0.17                               ,20.0                               ,-656.6                             ,J0522-3627|J0522-364|B0521-365
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,03:19:48.16011                     ,3.88888888889E-8                   ,+41:30:42.1057                     ,3.05555555556E-8                   ,15.57                              ,0.27                               ,9.146E10                           ,0.27                               ,                                   ,-537.5                             ,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,00:06:13.89300                     ,2.777777777777778E-8               ,-06:23:35.3350                     ,2.777777777777778E-8               ,3.6                                ,0.08                               ,9.146E10                           ,0.08                               ,                                   ,-270.0                             ,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,02:38:38.93011                     ,2.77777777778E-8                   ,+16:36:59.2746                     ,2.77777777778E-8                   ,1.71                               ,0.05                               ,9.146E10                           ,0.05                               ,                                   ,-520.6                             ,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,03:34:13.65449                     ,3.61111111111E-8                   ,-40:08:25.3979                     ,2.77777777778E-8                   ,0.44                               ,0.02                               ,9.146E10                           ,0.02                               ,                                   ,-608.0                             ,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,05:38:50.36156                     ,3.88888888889E-8                   ,-44:05:08.9389                     ,2.77777777778E-8                   ,0.85                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-617.0                             ,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,05:19:49.72316                     ,8.33333333333E-8                   ,-45:46:43.8532                     ,4.44444444444E-8                   ,1.11                               ,0.03                               ,9.146E10                           ,0.03                               ,                                   ,-617.0                             ,J0519-4546|J0519-454
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,05:22:57.98464                     ,3.33333333333E-8                   ,-36:27:30.8512                     ,2.77777777778E-8                   ,6.88                               ,0.17                               ,9.146E10                           ,0.17                               ,20.0                               ,-656.6                             ,J0522-3627|J0522-364|B0521-365
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,21:40:16.94713                     ,4.72222222222E-8                   ,+39:11:44.8551                     ,3.88888888889E-8                   ,0.095                              ,0.005                              ,1.035E11                           ,0.005                              ,                                   ,null                               ,J2140+3911|J2140+391|J214017+391145|B2138+389|VLA_J2140+3911
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,21:40:16.94713                     ,4.72222222222E-8                   ,+39:11:44.8551                     ,3.88888888889E-8                   ,0.102                              ,0.005                              ,9.15E10                            ,0.005                              ,                                   ,null                               ,J2140+3911|J2140+391|J214017+391145|B2138+389|VLA_J2140+3911
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,21:01:38.83416                     ,2.77777777778E-8                   ,+03:41:31.3208                     ,2.77777777778E-8                   ,1.403                              ,0.07                               ,1.035E11                           ,0.07                               ,                                   ,-308.1                             ,J2101+0341|J2101+036|J210138+034107|B2059+034|VLA_J2101+0341
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,21:01:38.83416                     ,2.77777777778E-8                   ,+03:41:31.3208                     ,2.77777777778E-8                   ,1.572                              ,0.079                              ,9.15E10                            ,0.079                              ,                                   ,-308.1                             ,J2101+0341|J2101+036|J210138+034107|B2059+034|VLA_J2101+0341
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,20:50:06.24060                     ,4.72222222222E-8                   ,+04:07:48.8897                     ,8.88888888889E-8                   ,0.347                              ,0.018                              ,1.035E11                           ,0.018                              ,                                   ,-307.5                             ,J2050+0407|J2050+041|J205006+040736|B2047+039|VLA_J2050+0407
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,20:50:06.24060                     ,4.72222222222E-8                   ,+04:07:48.8897                     ,8.88888888889E-8                   ,0.39                               ,0.02                               ,9.15E10                            ,0.02                               ,                                   ,-307.5                             ,J2050+0407|J2050+041|J205006+040736|B2047+039|VLA_J2050+0407
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,20:25:40.66040                     ,3.05555555556E-8                   ,-07:35:52.6888                     ,4.16666666667E-8                   ,0.843                              ,0.042                              ,1.035E11                           ,0.042                              ,                                   ,null                               ,J2025-0735|J202540-073551|J202541-073548
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,20:25:40.66040                     ,3.05555555556E-8                   ,-07:35:52.6888                     ,4.16666666667E-8                   ,0.91                               ,0.046                              ,9.15E10                            ,0.046                              ,                                   ,null                               ,J2025-0735|J202540-073551|J202541-073548
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,20:00:42.14511                     ,3.88888888889E-8                   ,-13:25:33.5329                     ,4.16666666667E-8                   ,0.781                              ,0.039                              ,1.035E11                           ,0.039                              ,                                   ,null                               ,J2000-1325|J200041-132538|J200042-132533
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,20:00:42.14511                     ,3.88888888889E-8                   ,-13:25:33.5329                     ,4.16666666667E-8                   ,0.854                              ,0.043                              ,9.15E10                            ,0.043                              ,                                   ,null                               ,J2000-1325|J200041-132538|J200042-132533
ALMA-Band 3                        ,ALMA                               ,2018-01-23 00:00:00.0              ,19:37:16.21736                     ,3.61111111111E-8                   ,-39:58:01.5532                     ,3.05555555556E-8                   ,0.471                              ,0.024                              ,1.035E11                           ,0.024                              ,                                   ,-293.5                             ,J1937-3958|J1937-399|J193715-395756|B1933-400
