# the CSV layout may change over time.
# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA (J2000)                         ,RA Uncertainty                     ,DEC (J2000)                        ,DEC Uncertainty                    ,Flux Density                       ,Flux Density Uncertainty           ,Frequency                          ,Separation                         ,UV Min                             ,UV Max                             ,Names
#                                  ,                                   ,                                   ,hexagesimal                        ,decimal degrees                    ,hexagesimal                        ,decimal degrees                    ,Jy                                 ,Jy                                 ,GHz                                ,degrees                            ,klambda                            ,klambda                            ,separated by '|'
#width:35                          ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width: until EOL                   
# (note: uvmin: if greater than zero, the scale of the measured (large scale) extent of the source.)
# (note: uvmax: the scale where (small scale) structure has been measured within the source, or a limit on the resolved structure. On angular scales between uvmin and uvmax the source appears as a point source, i.e. the amplitude is constant as a function of scale.)
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,10:38:40.6572                      ,1.361111111111111E-7               ,-53:11:43.270                      ,8.333333333333333E-8               ,0.67                               ,0.06365                            ,9.15E10                            ,0.06365                            ,                                   ,-402.3                             ,J1038-5311
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,10:28:34.0423                      ,1.527777777777778E-7               ,-02:36:59.727                      ,3.111111111111111E-7               ,0.19                               ,0.01805                            ,9.15E10                            ,0.01805                            ,                                   ,-474.0                             ,J1028-0236|J102834-023658|J102834-023712
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,09:40:47.3591                      ,2.5E-7                             ,-61:07:28.380                      ,9.166666666666667E-8               ,1.01                               ,0.09595000000000001                ,1.035E11                           ,0.09595000000000001                ,                                   ,-27.0                              ,J0940-6107|J094047-610726
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,09:40:47.3591                      ,2.5E-7                             ,-61:07:28.380                      ,9.166666666666667E-8               ,1.06                               ,0.10070000000000001                ,9.15E10                            ,0.10070000000000001                ,                                   ,-27.0                              ,J0940-6107|J094047-610726
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,07:43:20.4841                      ,5.527777777777778E-7               ,-56:19:32.962                      ,2.111111111111111E-7               ,0.29                               ,0.027549999999999998               ,1.035E11                           ,0.027549999999999998               ,                                   ,-308.0                             ,J0743-5619|J074320-561928|J074320-561933
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,07:43:20.4841                      ,5.527777777777778E-7               ,-56:19:32.962                      ,2.111111111111111E-7               ,0.32                               ,0.0304                             ,9.15E10                            ,0.0304                             ,                                   ,-308.0                             ,J0743-5619|J074320-561928|J074320-561933
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,07:41:45.2452                      ,2.4166666666666665E-7              ,-47:09:25.997                      ,9.166666666666667E-8               ,0.23                               ,0.02185                            ,1.035E11                           ,0.02185                            ,                                   ,-325.0                             ,J0741-4709|J074145-470922|J074145-470926
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,07:41:45.2452                      ,2.4166666666666665E-7              ,-47:09:25.997                      ,9.166666666666667E-8               ,0.24                               ,0.0228                             ,9.15E10                            ,0.0228                             ,                                   ,-325.0                             ,J0741-4709|J074145-470922|J074145-470926
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,07:00:31.2531                      ,8.861111111111111E-7               ,-66:10:45.232                      ,2.2222222222222224E-7              ,0.51                               ,0.04845                            ,1.035E11                           ,0.04845                            ,                                   ,-275.0                             ,J0700-6610|J070027-661041|J070031-661045
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,07:00:31.2531                      ,8.861111111111111E-7               ,-66:10:45.232                      ,2.2222222222222224E-7              ,0.54                               ,0.051300000000000005               ,9.15E10                            ,0.051300000000000005               ,                                   ,-275.0                             ,J0700-6610|J070027-661041|J070031-661045
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,05:16:37.7191                      ,4.805555555555556E-7               ,-72:37:07.466                      ,1.0277777777777778E-7              ,0.28                               ,0.026600000000000002               ,1.035E11                           ,0.026600000000000002               ,                                   ,-238.0                             ,J0516-7237|J051636-723707|J051637-723707
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,05:16:37.7191                      ,4.805555555555556E-7               ,-72:37:07.466                      ,1.0277777777777778E-7              ,0.31                               ,0.02945                            ,9.15E10                            ,0.02945                            ,                                   ,-238.0                             ,J0516-7237|J051636-723707|J051637-723707
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,04:49:24.6982                      ,3.2499999999999996E-7              ,-43:50:08.962                      ,2.722222222222222E-7               ,0.14                               ,0.013300000000000001               ,1.035E11                           ,0.013300000000000001               ,                                   ,-857.0                             ,J0449-4350|J044924-435004|J044924-435008
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,04:49:24.6982                      ,3.2499999999999996E-7              ,-43:50:08.962                      ,2.722222222222222E-7               ,0.14                               ,0.013300000000000001               ,9.15E10                            ,0.013300000000000001               ,                                   ,-857.0                             ,J0449-4350|J044924-435004|J044924-435008
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,04:40:47.7574                      ,1.583333333333333E-7               ,-69:52:18.087                      ,6.38888888888889E-8                ,0.28                               ,0.026600000000000002               ,1.035E11                           ,0.026600000000000002               ,                                   ,-72.4                              ,J0440-6952|J044047-695212
ALMA-Band 3                        ,ALMA                               ,2015-12-22 00:00:00.0              ,04:40:47.7574                      ,1.583333333333333E-7               ,-69:52:18.087                      ,6.38888888888889E-8                ,0.3                                ,0.028499999999999998               ,9.15E10                            ,0.028499999999999998               ,                                   ,-72.4                              ,J0440-6952|J044047-695212
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:56:11.1206                      ,3.611111111111111E-8               ,-03:23:06.783                      ,5.555555555555556E-8               ,0.68                               ,0.0646                             ,1.035E11                           ,0.0646                             ,                                   ,-100.0                             ,J0656-0323|J0656-033|B0653-033|VLA_J0656-0323
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:56:11.1206                      ,3.611111111111111E-8               ,-03:23:06.783                      ,5.555555555555556E-8               ,0.7                                ,0.06649999999999999                ,9.15E10                            ,0.06649999999999999                ,                                   ,-100.0                             ,J0656-0323|J0656-033|B0653-033|VLA_J0656-0323
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:48:14.0965                      ,3.611111111111111E-8               ,-30:44:19.660                      ,3.0555555555555556E-8              ,0.47                               ,0.044649999999999995               ,1.035E11                           ,0.044649999999999995               ,                                   ,null                               ,J0648-3044|J0648-307|J064814-304419|J064814-304437|B0646-306
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:48:14.0965                      ,3.611111111111111E-8               ,-30:44:19.660                      ,3.0555555555555556E-8              ,0.51                               ,0.04845                            ,9.15E10                            ,0.04845                            ,                                   ,null                               ,J0648-3044|J0648-307|J064814-304419|J064814-304437|B0646-306
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:48:28.4986                      ,4.444444444444445E-8               ,-17:44:05.441                      ,7.500000000000001E-8               ,1.12                               ,0.10640000000000001                ,1.035E11                           ,0.10640000000000001                ,                                   ,-109.0                             ,J0648-1744|J064828-174405
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:48:28.4986                      ,4.444444444444445E-8               ,-17:44:05.441                      ,7.500000000000001E-8               ,1.19                               ,0.11305                            ,9.15E10                            ,0.11305                            ,                                   ,-109.0                             ,J0648-1744|J064828-174405
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:41:51.1329                      ,3.3333333333333334E-8              ,-03:20:48.583                      ,4.7222222222222226E-8              ,0.58                               ,0.055099999999999996               ,1.035E11                           ,0.055099999999999996               ,                                   ,null                               ,J0641-0320|J0641-033|J064151-032047|B0639-032
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:41:51.1329                      ,3.3333333333333334E-8              ,-03:20:48.583                      ,4.7222222222222226E-8              ,0.62                               ,0.0589                             ,9.15E10                            ,0.0589                             ,                                   ,null                               ,J0641-0320|J0641-033|J064151-032047|B0639-032
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:34:59.0010                      ,3.0555555555555556E-8              ,-23:35:11.957                      ,3.0555555555555556E-8              ,0.59                               ,0.056049999999999996               ,1.035E11                           ,0.056049999999999996               ,                                   ,-110.0                             ,J0634-2335|J063458-233512|J063459-233520
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:34:59.0010                      ,3.0555555555555556E-8              ,-23:35:11.957                      ,3.0555555555555556E-8              ,0.63                               ,0.05985                            ,9.15E10                            ,0.05985                            ,                                   ,-110.0                             ,J0634-2335|J063458-233512|J063459-233520
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:33:26.7533                      ,4.444444444444445E-8               ,-22:23:22.354                      ,7.777777777777778E-8               ,0.47                               ,0.044649999999999995               ,1.035E11                           ,0.044649999999999995               ,                                   ,-110.0                             ,J0633-2223|J063326-222321|J063326-222322
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:33:26.7533                      ,4.444444444444445E-8               ,-22:23:22.354                      ,7.777777777777778E-8               ,0.51                               ,0.04845                            ,9.15E10                            ,0.04845                            ,                                   ,-110.0                             ,J0633-2223|J063326-222321|J063326-222322
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:29:23.7619                      ,3.0555555555555556E-8              ,-19:59:19.724                      ,2.777777777777778E-8               ,0.62                               ,0.0589                             ,1.035E11                           ,0.0589                             ,                                   ,-270.0                             ,J0629-1959|J0629-199|J062923-195918|J062923-195919|B0627-199
ALMA-Band 3                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:29:23.7619                      ,3.0555555555555556E-8              ,-19:59:19.724                      ,2.777777777777778E-8               ,0.67                               ,0.06365                            ,9.15E10                            ,0.06365                            ,                                   ,-270.0                             ,J0629-1959|J0629-199|J062923-195918|J062923-195919|B0627-199
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,07:01:34.5466                      ,1.7222222222222222E-7              ,-46:34:36.626                      ,7.777777777777778E-8               ,0.38                               ,0.0741                             ,3.435E11                           ,0.0741                             ,                                   ,-395.0                             ,J0701-4634|J070134-463433
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:56:11.1206                      ,3.611111111111111E-8               ,-03:23:06.783                      ,5.555555555555556E-8               ,0.46                               ,0.0897                             ,3.435E11                           ,0.0897                             ,                                   ,-100.0                             ,J0656-0323|J0656-033|B0653-033|VLA_J0656-0323
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:48:14.0965                      ,3.611111111111111E-8               ,-30:44:19.660                      ,3.0555555555555556E-8              ,0.26                               ,0.0507                             ,3.435E11                           ,0.0507                             ,                                   ,null                               ,J0648-3044|J0648-307|J064814-304419|J064814-304437|B0646-306
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:48:28.4986                      ,4.444444444444445E-8               ,-17:44:05.441                      ,7.500000000000001E-8               ,0.66                               ,0.1287                             ,3.435E11                           ,0.1287                             ,                                   ,-109.0                             ,J0648-1744|J064828-174405
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:41:51.1329                      ,3.3333333333333334E-8              ,-03:20:48.583                      ,4.7222222222222226E-8              ,0.29                               ,0.056549999999999996               ,3.435E11                           ,0.056549999999999996               ,                                   ,null                               ,J0641-0320|J0641-033|J064151-032047|B0639-032
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:34:59.0010                      ,3.0555555555555556E-8              ,-23:35:11.957                      ,3.0555555555555556E-8              ,0.31                               ,0.060450000000000004               ,3.435E11                           ,0.060450000000000004               ,                                   ,-110.0                             ,J0634-2335|J063458-233512|J063459-233520
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:33:26.7533                      ,4.444444444444445E-8               ,-22:23:22.354                      ,7.777777777777778E-8               ,0.23                               ,0.04485                            ,3.435E11                           ,0.04485                            ,                                   ,-110.0                             ,J0633-2223|J063326-222321|J063326-222322
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,06:29:23.7619                      ,3.0555555555555556E-8              ,-19:59:19.724                      ,2.777777777777778E-8               ,0.32                               ,0.062400000000000004               ,3.435E11                           ,0.062400000000000004               ,                                   ,-270.0                             ,J0629-1959|J0629-199|J062923-195918|J062923-195919|B0627-199
ALMA-Band 7                        ,ALMA                               ,2015-12-21 00:00:00.0              ,05:36:28.4324                      ,3.611111111111111E-8               ,-34:01:11.468                      ,3.3333333333333334E-8              ,0.18                               ,0.0351                             ,3.435E11                           ,0.0351                             ,                                   ,-104.0                             ,J0536-3401|J0536-340|J053628-340110|J053628-340118|B0534-340
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,03:03:20.9026                      ,1.2555555555555553E-6              ,-79:14:56.517                      ,2.0555555555555556E-7              ,0.16                               ,0.0152                             ,1.035E11                           ,0.0152                             ,                                   ,-217.0                             ,J0303-7914|J030321-791456|J030325-791447
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,03:03:20.9026                      ,1.2555555555555553E-6              ,-79:14:56.517                      ,2.0555555555555556E-7              ,0.17                               ,0.01615                            ,9.15E10                            ,0.01615                            ,                                   ,-217.0                             ,J0303-7914|J030321-791456|J030325-791447
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,02:04:50.4139                      ,2.777777777777778E-8               ,+15:14:11.044                      ,2.777777777777778E-8               ,0.61                               ,0.05795                            ,1.035E11                           ,0.05795                            ,                                   ,-116.9                             ,J0204+1514|J0204+152|J020450+151410|B0202+149|VLA_J0204+1514
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,02:04:50.4139                      ,2.777777777777778E-8               ,+15:14:11.044                      ,2.777777777777778E-8               ,0.67                               ,0.06365                            ,9.15E10                            ,0.06365                            ,                                   ,-116.9                             ,J0204+1514|J0204+152|J020450+151410|B0202+149|VLA_J0204+1514
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,01:21:41.5950                      ,2.777777777777778E-8               ,+11:49:50.413                      ,2.777777777777778E-8               ,0.56                               ,0.053200000000000004               ,1.035E11                           ,0.053200000000000004               ,                                   ,-117.4                             ,J0121+1149|J0121+118|J012140+114942|B0119+115|VLA_J0121+1149
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,01:21:41.5950                      ,2.777777777777778E-8               ,+11:49:50.413                      ,2.777777777777778E-8               ,0.63                               ,0.05985                            ,9.15E10                            ,0.05985                            ,                                   ,-117.4                             ,J0121+1149|J0121+118|J012140+114942|B0119+115|VLA_J0121+1149
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:58:33.8045                      ,                                   ,+06:20:06.073                      ,                                   ,0.3                                ,0.028499999999999998               ,1.035E11                           ,0.028499999999999998               ,                                   ,-24.0                              ,J0058+0620|J0058+063|J005832+062020|B0055+060|VLA_J0058+0620
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:58:33.8045                      ,                                   ,+06:20:06.073                      ,                                   ,0.33                               ,0.03135                            ,9.15E10                            ,0.03135                            ,                                   ,-24.0                              ,J0058+0620|J0058+063|J005832+062020|B0055+060|VLA_J0058+0620
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:56:55.2943                      ,3.0555555555555556E-8              ,+16:25:13.341                      ,3.0555555555555556E-8              ,0.18                               ,0.0171                             ,1.035E11                           ,0.0171                             ,                                   ,-719.4                             ,J0056+1625|J0056+164|J005655+162510|B0054+161|VLA_J0056+1625
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:56:55.2943                      ,3.0555555555555556E-8              ,+16:25:13.341                      ,3.0555555555555556E-8              ,0.2                                ,0.019000000000000003               ,9.15E10                            ,0.019000000000000003               ,                                   ,-719.4                             ,J0056+1625|J0056+164|J005655+162510|B0054+161|VLA_J0056+1625
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:48:47.1415                      ,3.3333333333333334E-8              ,+31:57:25.085                      ,3.0555555555555556E-8              ,0.47                               ,0.044649999999999995               ,1.035E11                           ,0.044649999999999995               ,                                   ,-269.0                             ,J0048+3157|J0048+319|J004847+315718|B0046+316|VLA_J0048+3157
ALMA-Band 3                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:48:47.1415                      ,3.3333333333333334E-8              ,+31:57:25.085                      ,3.0555555555555556E-8              ,0.5                                ,0.0475                             ,9.15E10                            ,0.0475                             ,                                   ,-269.0                             ,J0048+3157|J0048+319|J004847+315718|B0046+316|VLA_J0048+3157
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,03:03:20.9026                      ,1.2555555555555553E-6              ,-79:14:56.517                      ,2.0555555555555556E-7              ,0.06                               ,0.0117                             ,3.435E11                           ,0.0117                             ,                                   ,-217.0                             ,J0303-7914|J030321-791456|J030325-791447
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,02:04:50.4139                      ,2.777777777777778E-8               ,+15:14:11.044                      ,2.777777777777778E-8               ,0.24                               ,0.0468                             ,3.435E11                           ,0.0468                             ,                                   ,-116.9                             ,J0204+1514|J0204+152|J020450+151410|B0202+149|VLA_J0204+1514
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,01:41:25.8322                      ,3.0555555555555556E-8              ,-09:28:43.674                      ,3.0555555555555556E-8              ,0.21                               ,0.04095                            ,3.435E11                           ,0.04095                            ,                                   ,-249.0                             ,J0141-0928|J0141-094|J014125-092843|J014125-092848|B0138-097
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,01:21:41.5950                      ,2.777777777777778E-8               ,+11:49:50.413                      ,2.777777777777778E-8               ,0.2                                ,0.03900000000000001                ,3.435E11                           ,0.03900000000000001                ,                                   ,-117.4                             ,J0121+1149|J0121+118|J012140+114942|B0119+115|VLA_J0121+1149
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,01:13:43.1449                      ,1.0E-7                             ,+02:22:17.316                      ,2.0E-7                             ,0.19                               ,0.03705                            ,3.435E11                           ,0.03705                            ,                                   ,-25.0                              ,J0113+0222|J0113+023|J011343+022233|B0111+021|VLA_J0113+0222
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:58:33.8045                      ,                                   ,+06:20:06.073                      ,                                   ,0.16                               ,0.031200000000000002               ,3.435E11                           ,0.031200000000000002               ,                                   ,-24.0                              ,J0058+0620|J0058+063|J005832+062020|B0055+060|VLA_J0058+0620
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:56:55.2943                      ,3.0555555555555556E-8              ,+16:25:13.341                      ,3.0555555555555556E-8              ,0.08                               ,0.015600000000000001               ,3.435E11                           ,0.015600000000000001               ,                                   ,-719.4                             ,J0056+1625|J0056+164|J005655+162510|B0054+161|VLA_J0056+1625
ALMA-Band 7                        ,ALMA                               ,2015-12-19 00:00:00.0              ,00:48:47.1415                      ,3.3333333333333334E-8              ,+31:57:25.085                      ,3.0555555555555556E-8              ,0.13                               ,0.02535                            ,3.435E11                           ,0.02535                            ,                                   ,-269.0                             ,J0048+3157|J0048+319|J004847+315718|B0046+316|VLA_J0048+3157
ALMA-Band 3                        ,ALMA                               ,2015-12-17 00:00:00.0              ,08:36:39.2152                      ,3.0555555555555556E-8              ,-20:16:59.504                      ,3.0555555555555556E-8              ,0.67                               ,0.06365                            ,1.035E11                           ,0.06365                            ,                                   ,null                               ,J0836-2016|J0836-202|J083639-201658|J083639-201705|B0834-201
ALMA-Band 3                        ,ALMA                               ,2015-12-17 00:00:00.0              ,08:36:39.2152                      ,3.0555555555555556E-8              ,-20:16:59.504                      ,3.0555555555555556E-8              ,0.76                               ,0.0722                             ,9.15E10                            ,0.0722                             ,                                   ,null                               ,J0836-2016|J0836-202|J083639-201658|J083639-201705|B0834-201
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,09:27:51.8243                      ,3.0555555555555556E-8              ,-20:34:51.232                      ,2.777777777777778E-8               ,0.22                               ,0.0429                             ,3.435E11                           ,0.0429                             ,                                   ,null                               ,J0927-2034|J0927-205|J092751-203450|J092751-203451|B0925-203
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,08:42:26.5605                      ,7.527777777777778E-7               ,-60:53:50.404                      ,2.6666666666666667E-7              ,0.47                               ,0.09165                            ,3.435E11                           ,0.09165                            ,                                   ,-692.0                             ,J0842-6053|J084225-605351|J084226-605349
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,08:36:39.2152                      ,3.0555555555555556E-8              ,-20:16:59.504                      ,3.0555555555555556E-8              ,0.24                               ,0.0468                             ,3.435E11                           ,0.0468                             ,                                   ,null                               ,J0836-2016|J0836-202|J083639-201658|J083639-201705|B0834-201
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,08:28:04.7802                      ,3.611111111111111E-8               ,-37:31:06.281                      ,3.0555555555555556E-8              ,0.52                               ,0.1014                             ,3.435E11                           ,0.1014                             ,                                   ,-419.5                             ,J0828-3731|J0828-375|B0826-373
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,08:08:15.5360                      ,3.0555555555555556E-8              ,-07:51:09.886                      ,3.3333333333333334E-8              ,0.44                               ,0.0858                             ,3.435E11                           ,0.0858                             ,                                   ,null                               ,J0808-0751|J0808-078|J080815-075109|J080815-075110|B0805-077
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,07:57:06.6429                      ,2.777777777777778E-8               ,+09:56:34.852                      ,2.777777777777778E-8               ,0.67                               ,0.13065000000000002                ,3.435E11                           ,0.13065000000000002                ,                                   ,-278.0                             ,J0757+0956|J0757+099|J075706+095612|B0754+100|VLA_J0757+0956
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,07:47:19.6832                      ,8.611111111111111E-8               ,-33:10:46.972                      ,1.6388888888888888E-7              ,0.89                               ,0.17355                            ,3.435E11                           ,0.17355                            ,                                   ,-270.0                             ,J0747-3310|J0747-331|J074719-331046|B0745-330
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,07:39:18.0339                      ,2.777777777777778E-8               ,+01:37:04.618                      ,2.777777777777778E-8               ,0.71                               ,0.13845                            ,3.435E11                           ,0.13845                            ,                                   ,-365.0                             ,J0739+0137|J0739+016|J073917+013656|B0736+017|VLA_J0739+0137
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,07:38:07.3938                      ,3.0555555555555556E-8              ,+17:42:18.998                      ,2.777777777777778E-8               ,0.36                               ,0.0702                             ,3.435E11                           ,0.0702                             ,                                   ,-99.7                              ,J0738+1742|J0738+177|J073807+174226|B0735+178|VLA_J0738+1742
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,07:02:42.9007                      ,3.0555555555555556E-8              ,-19:51:22.035                      ,3.0555555555555556E-8              ,0.52                               ,0.1014                             ,3.435E11                           ,0.1014                             ,                                   ,-110.0                             ,J0702-1951|J070242-195121
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,05:19:10.8111                      ,3.888888888888889E-8               ,+08:48:56.735                      ,6.944444444444444E-8               ,0.15                               ,0.029249999999999998               ,3.435E11                           ,0.029249999999999998               ,                                   ,-276.0                             ,J0519+0848|J0519+088|J051910+084858|B0516+087|VLA_0519+088|VLA_J0519+0848
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,04:53:14.6468                      ,3.3333333333333334E-8              ,-28:07:37.327                      ,3.0555555555555556E-8              ,0.63                               ,0.12285                            ,3.435E11                           ,0.12285                            ,                                   ,-685.0                             ,J0453-2807|J0453-281|J045315-280737|B0451-282
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,04:07:48.4310                      ,3.0555555555555556E-8              ,-12:11:36.659                      ,3.0555555555555556E-8              ,0.37                               ,0.07215                            ,3.435E11                           ,0.07215                            ,                                   ,-348.0                             ,J0407-1211|J040748-121136
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,04:07:29.0867                      ,6.111111111111111E-8               ,+07:42:07.473                      ,1.0833333333333334E-7              ,0.38                               ,0.0741                             ,3.435E11                           ,0.0741                             ,                                   ,-324.3                             ,J0407+0742|J0407+077|J040729+074206|B0407+075|VLA_J0407+0742
ALMA-Band 7                        ,ALMA                               ,2015-12-17 00:00:00.0              ,04:01:19.9130                      ,4.166666666666666E-8               ,+04:13:34.408                      ,6.111111111111111E-8               ,0.32                               ,0.062400000000000004               ,3.435E11                           ,0.062400000000000004               ,                                   ,-324.8                             ,J0401+0413|J0401+042|J040119+041337|B0358+040|VLA_J0401+0413
ALMA-Band 3                        ,ALMA                               ,2015-12-12 00:00:00.0              ,07:15:09.4980                      ,9.055555555555554E-7               ,-68:29:58.231                      ,2.138888888888889E-7               ,0.38                               ,0.0361                             ,1.035E11                           ,0.0361                             ,                                   ,-274.0                             ,J0715-6829|J071509-682957|J071510-682954
ALMA-Band 3                        ,ALMA                               ,2015-12-12 00:00:00.0              ,07:15:09.4980                      ,9.055555555555554E-7               ,-68:29:58.231                      ,2.138888888888889E-7               ,0.41                               ,0.03895                            ,9.15E10                            ,0.03895                            ,                                   ,-274.0                             ,J0715-6829|J071509-682957|J071510-682954
ALMA-Band 7                        ,ALMA                               ,2015-12-12 00:00:00.0              ,07:15:09.4980                      ,9.055555555555554E-7               ,-68:29:58.231                      ,2.138888888888889E-7               ,0.21                               ,0.04095                            ,3.435E11                           ,0.04095                            ,                                   ,-274.0                             ,J0715-6829|J071509-682957|J071510-682954
ALMA-Band 3                        ,ALMA                               ,2015-12-11 00:00:00.0              ,12:39:24.5883                      ,2.777777777777778E-8               ,+07:30:17.189                      ,2.777777777777778E-8               ,0.66                               ,0.0627                             ,1.035E11                           ,0.0627                             ,                                   ,-126.5                             ,J1239+0730|J1239+075|J123924+073015|B1236+077|VLA_J1239+0730
ALMA-Band 3                        ,ALMA                               ,2015-12-11 00:00:00.0              ,12:39:24.5883                      ,2.777777777777778E-8               ,+07:30:17.189                      ,2.777777777777778E-8               ,0.72                               ,0.0684                             ,9.15E10                            ,0.0684                             ,                                   ,-126.5                             ,J1239+0730|J1239+075|J123924+073015|B1236+077|VLA_J1239+0730
ALMA-Band 3                        ,ALMA                               ,2015-12-11 00:00:00.0              ,10:28:20.4013                      ,                                   ,+02:55:22.472                      ,                                   ,0.14                               ,0.013300000000000001               ,1.035E11                           ,0.013300000000000001               ,                                   ,-418.0                             ,J1028+0255|J1028+029|J102820+025508|B1025+031|VLA_J1028+0255
ALMA-Band 3                        ,ALMA                               ,2015-12-10 00:00:00.0              ,19:25:59.6054                      ,3.0555555555555556E-8              ,+21:06:26.162                      ,2.777777777777778E-8               ,0.4                                ,0.038000000000000006               ,1.035E11                           ,0.038000000000000006               ,                                   ,-252.1                             ,J1925+2106|J1925+211|B1923+210|VLA_J1925+2106
